,Plot,height_95p,canopy_cover_50p,canopy_cover_75p,plot_volume2,VCI,CAP,LPI,NDVI705,GNDVI,EVI,VOG2,MCARI2,MTVI,PBI,EVI2,GDD,PREC,LAI,date,hybrid_or_inbred,pedigree,nitrogen_treatment
20,4371,2.645331979,82.37,41.27,1.961735667,0.765953316,6.376845152,0.000118723,0.754525,0.75747,0.904605,-0.66389,0.97143,0.57551,12.471365,0.649895,1557,168.656,4.268,20210727,hybrid,PHB47 X PHK76,no_nitrogen_variants_for_genotyping
21,4372,2.959447868,77.47,42.43,1.045413667,0.815663226,5.172645855,0.00012282,0.781655,0.76836,0.854445,-0.73067,0.97991,0.5688,13.167265,0.645635,1557,168.656,3.788,20210727,hybrid,B73 X MO17,no_nitrogen_variants_for_genotyping
22,4373,2.692644377,84.9,55.72,3.987407666,0.680123393,14.01310287,0.0,0.75571,0.74998,0.901645,-0.633515,0.9813,0.5651,12.784915,0.641185,1557,168.656,3.779,20210727,hybrid,PHB47 X PHZ51,no_nitrogen_variants_for_genotyping
23,4374,2.480852657,84.93,52.34,3.030231666,0.687603106,13.41205681,0.0,0.748505,0.76492,0.87984,-0.648445,0.96836,0.54144,13.393695,0.623365,1557,168.656,4.88,20210727,hybrid,PHB47 X PHN82,no_nitrogen_variants_for_genotyping
24,4375,2.478881758,80.32,38.56,2.172284,0.768643866,10.47447056,0.0,0.72744,0.74434,0.85722,-0.600275,0.94528,0.490255,12.074815,0.5746,1557,168.656,3.97,20210727,hybrid,PHJ89 X PH207,no_nitrogen_variants_for_genotyping
25,4376,2.367948194,90.08,51.79,4.6381075,0.662865835,12.35093223,0.0,0.75675,0.766505,0.97462,-0.648365,0.989705,0.63865,12.91548,0.70241,1557,168.656,5.219,20210727,hybrid,LH195 X PHN82,no_nitrogen_variants_for_genotyping
26,4377,2.953340797,83.78,51.11,2.642307667,0.739843997,10.81501523,0.000116591,0.774365,0.761925,0.962095,-0.673585,0.9908,0.637625,12.93175,0.70043,1557,168.656,4.098,20210727,hybrid,LH244 X MO17,no_nitrogen_variants_for_genotyping
27,4378,2.869279901,87.17,48.29,2.626823667,0.701706215,11.58563776,0.000119403,0.780355,0.76276,0.915085,-0.707625,0.996135,0.594235,13.392095,0.669665,1557,168.656,4.33,20210727,hybrid,LH244 X PHZ51,no_nitrogen_variants_for_genotyping
28,4379,2.671090569,85.23,52.54,3.339715834,0.718870073,11.93016961,0.0,0.785605,0.77206,0.88372,-0.717785,0.993335,0.607855,13.429705,0.68017,1557,168.656,4.68,20210727,hybrid,LH195 X PHZ51,no_nitrogen_variants_for_genotyping
29,4380,2.59348637,80.35,41.34,1.149391166,0.787389013,7.248135751,0.000250973,0.799875,0.785425,0.803415,-0.79908,0.98624,0.55596,14.82494,0.639685,1557,168.656,4.361,20210727,hybrid,B73 X PHK76,no_nitrogen_variants_for_genotyping
30,4381,2.9655,81.65,46.26,1.3888675,0.764624072,6.395905475,0.000125047,0.78623,0.76034,0.984185,-0.677855,0.996155,0.67376,13.14628,0.72829,1557,168.656,4.158,20210727,hybrid,TX714 X PHZ51,no_nitrogen_variants_for_genotyping
31,4382,2.291536624,85.46,43.0,1.927772667,0.708807614,9.354675566,0.0,0.797805,0.78272,0.89132,-0.792485,0.99478,0.613975,15.57302,0.68729,1557,168.656,5.537,20210727,hybrid,LH195 X PHK76,no_nitrogen_variants_for_genotyping
32,4383,2.628864491,88.64,56.38,2.768333,0.667139485,11.84789176,0.000247525,0.81609,0.78328,0.91828,-0.749125,0.993295,0.66312,14.87858,0.724005,1557,168.656,4.58,20210727,hybrid,LH195 X MO17,no_nitrogen_variants_for_genotyping
33,4384,2.154488321,86.33,63.01,4.3144305,0.60442129,14.36456307,0.0,0.799725,0.78356,0.77432,-0.787625,0.98345,0.515685,14.61952,0.60399,1557,168.656,4.324,20210727,hybrid,PHRE1 X PHTD5,no_nitrogen_variants_for_genotyping
34,4385,2.926407636,78.6,46.52,0.881999167,0.796995184,8.687733696,0.000384813,0.7867,0.76543,0.862225,-0.729225,0.97424,0.570955,13.72383,0.64664,1557,168.656,3.997,20210727,hybrid,B73 X MO17,no_nitrogen_variants_for_genotyping
35,4386,2.729390725,83.25,46.65,1.611674833,0.733490101,7.260934898,0.000133227,0.79103,0.788125,0.929635,-0.760655,0.99357,0.63916,15.28833,0.70777,1557,168.656,4.701,20210727,hybrid,B73 X PHN82,no_nitrogen_variants_for_genotyping
36,4387,2.756959805,87.23,57.42,1.529892167,0.683417506,10.75132229,0.0,0.754385,0.750915,0.9746,-0.658285,0.981395,0.59922,13.665745,0.67167,1557,168.656,4.775,20210727,hybrid,PHB47 X MO17,no_nitrogen_variants_for_genotyping
37,4388,2.648247839,85.77,44.55,1.407642833,0.724916739,7.581096802,0.0,0.738485,0.73905,0.971215,-0.604755,0.975525,0.5731,12.276435,0.645935,1557,168.656,4.838,20210727,hybrid,PHB47 X PHK76,no_nitrogen_variants_for_genotyping
38,4389,2.059014167,81.75,47.48,2.869342667,0.720893876,14.44727735,0.0,0.73651,0.739935,0.75926,-0.608705,0.92074,0.44565,11.22165,0.53382,1557,168.656,4.665,20210727,hybrid,PHJ40 X PHAJ0,no_nitrogen_variants_for_genotyping
39,4390,2.467835796,80.38,31.43,2.6254615,0.77849577,12.9276461,0.000125849,0.74602,0.76059,0.80756,-0.655875,0.95709,0.47854,13.41017,0.568855,1557,168.656,4.827,20210727,hybrid,PHG29 X PHG47,no_nitrogen_variants_for_genotyping
40,4391,2.194820549,88.67,60.56,4.890702833,0.594858316,14.55629201,0.0,0.74116,0.74002,0.794395,-0.59045,0.960665,0.477165,11.37232,0.564595,1557,168.656,4.652,20210727,hybrid,LH145 X LH82,no_nitrogen_variants_for_genotyping
41,4392,2.541172407,80.41,39.68,1.718138,0.773503594,8.710774408,0.000254485,0.75354,0.745205,0.84316,-0.6432,0.96261,0.50092,11.73526,0.58333,1557,168.656,4.889,20210727,hybrid,LH244 X PHK76,no_nitrogen_variants_for_genotyping
42,4393,2.839,81.8,47.97,1.790168167,0.76985159,8.508965539,0.000118133,0.764925,0.755325,0.918925,-0.643915,0.978695,0.58552,11.792765,0.65696,1557,168.656,4.568,20210727,hybrid,B73 X PHZ51,no_nitrogen_variants_for_genotyping
43,4394,2.559,79.53,38.09,1.730050667,0.786729475,7.882944858,0.000246975,0.755955,0.765845,0.841745,-0.671755,0.951925,0.51341,13.088265,0.599195,1557,168.656,5.186,20210727,hybrid,LH244 X PHN82,no_nitrogen_variants_for_genotyping
44,4395,1.64435,36.07,7.25,0.600066,0.89528483,4.977753115,0.001322751,0.754465,0.75741,0.518665,-0.63455,0.725875,0.309365,10.822955,0.39809,1557,168.656,2.813,20210727,inbred,PHAJ0,no_nitrogen_variants_for_genotyping
45,4396,1.354,76.48,34.09,4.737530667,0.776822015,14.54630372,0.001357405,0.77277,0.75713,0.77843,-0.599935,0.91608,0.52071,10.892035,0.59658,1557,168.656,4.155,20210727,inbred,LH195,no_nitrogen_variants_for_genotyping
46,4397,1.6587,59.36,31.09,2.960863667,0.831123244,11.29588674,0.00255959,0.728085,0.725225,0.710145,-0.523995,0.77181,0.431455,8.94074,0.508225,1557,168.656,3.199,20210727,inbred,B84,no_nitrogen_variants_for_genotyping
47,4398,1.1672,52.55,9.63,4.2786735,0.827858685,13.90074953,0.002978523,0.67865,0.685385,0.674195,-0.388695,0.705005,0.38662,7.45435,0.461725,1557,168.656,3.482,20210727,inbred,PHRE1,no_nitrogen_variants_for_genotyping
48,4399,1.423,55.63,21.09,3.0522315,0.877746102,11.5770122,0.0021301,0.66031,0.675945,0.75814,-0.38319,0.67988,0.389985,7.16275,0.464805,1557,168.656,3.267,20210727,inbred,PHJ40,no_nitrogen_variants_for_genotyping
49,4400,1.448657206,63.68,21.03,2.586647333,0.816631781,13.31581945,0.001568627,0.707195,0.71698,0.7445,-0.449365,0.79617,0.459255,8.81821,0.533245,1557,168.656,3.595,20210727,inbred,LH82,no_nitrogen_variants_for_genotyping
50,4401,1.964,69.58,34.41,2.923965167,0.810797185,13.11298719,0.002577669,0.76485,0.752055,0.88082,-0.61089,0.92998,0.561755,11.405825,0.63099,1557,168.656,3.311,20210727,inbred,PHJ89,no_nitrogen_variants_for_genotyping
51,4402,1.910999087,67.16,29.26,2.688004333,0.850851043,13.1750887,0.004114134,0.8097,0.78357,0.76618,-0.66657,0.962175,0.569745,12.331695,0.642805,1557,168.656,3.436,20210727,inbred,B73,no_nitrogen_variants_for_genotyping
52,4403,2.048225,58.86,23.29,1.209359,0.889751567,9.280614268,0.006714226,0.7844,0.761265,0.763655,-0.60202,0.929105,0.530975,10.81369,0.60238,1557,168.656,3.499,20210727,inbred,TX714,no_nitrogen_variants_for_genotyping
53,4404,1.899934453,68.15,31.51,1.994275167,0.810307607,12.9428283,0.011192538,0.772265,0.76107,0.81888,-0.60788,0.927795,0.55128,11.32428,0.61951,1557,168.656,3.858,20210727,inbred,PHB47,no_nitrogen_variants_for_genotyping
54,4405,1.68,58.44,24.35,1.431670167,0.881306887,12.10955652,0.013376886,0.79205,0.771205,0.703165,-0.672195,0.90161,0.493765,11.817565,0.572975,1557,168.656,3.251,20210727,inbred,PHW65,no_nitrogen_variants_for_genotyping
55,4406,1.683387035,66.2,33.26,1.920300833,0.855337361,13.24823709,0.001535241,0.73421,0.735715,0.81794,-0.50762,0.9222,0.507295,9.755485,0.582265,1557,168.656,3.816,20210727,inbred,PHP02,no_nitrogen_variants_for_genotyping
56,4407,1.845755763,56.79,24.78,1.340998667,0.911038626,14.19845257,0.003312754,0.731915,0.72434,0.751205,-0.4401,0.860905,0.48512,8.64485,0.55593,1557,168.656,3.059,20210727,inbred,MO17,no_nitrogen_variants_for_genotyping
57,4408,1.731925,52.67,25.77,1.2235485,0.892066657,9.285240551,0.002973588,0.714805,0.70989,0.67244,-0.44202,0.73438,0.389895,8.37422,0.465965,1557,168.656,3.639,20210727,inbred,LH185,no_nitrogen_variants_for_genotyping
58,4409,1.83495,68.86,38.17,2.792824,0.814206019,13.36749021,0.002797594,0.73662,0.736255,0.749865,-0.52812,0.84603,0.458175,9.622165,0.536365,1557,168.656,3.688,20210727,inbred,PHT69,no_nitrogen_variants_for_genotyping
59,4410,1.72195,60.05,26.66,1.607785833,0.852954439,12.34915669,0.001467471,0.759895,0.75947,0.592575,-0.65427,0.833815,0.36696,11.366915,0.456695,1557,168.656,3.84,20210727,inbred,PHTD5,no_nitrogen_variants_for_genotyping
60,4411,1.794099324,71.57,34.07,2.882920167,0.839210533,13.11871139,0.001137656,0.75134,0.76396,0.67791,-0.62168,0.914935,0.423495,11.59484,0.514675,1557,168.656,4.112,20210727,inbred,PH207,no_nitrogen_variants_for_genotyping
61,4412,2.049664246,61.62,29.1,1.0783605,0.88996717,8.935278252,0.002604543,0.772105,0.75196,0.71563,-0.55994,0.891215,0.506145,9.97023,0.580095,1557,168.656,3.299,20210727,inbred,PHR03,no_nitrogen_variants_for_genotyping
62,4413,1.6225,66.69,36.8,2.353934833,0.821471879,14.10689599,0.003186646,0.747915,0.746545,0.68701,-0.535065,0.86986,0.41755,10.300665,0.500935,1557,168.656,3.769,20210727,inbred,LH145,no_nitrogen_variants_for_genotyping
63,4414,1.92375,63.47,28.7,0.996788833,0.871319777,10.33485392,0.004124005,0.764735,0.73645,0.765585,-0.51803,0.93067,0.529,9.668345,0.598815,1557,168.656,3.791,20210727,inbred,PHZ51,no_nitrogen_variants_for_genotyping
64,4415,1.855,75.1,39.83,3.4114275,0.770226145,12.94131846,0.001220504,0.781855,0.76412,0.82753,-0.61248,0.958195,0.56272,11.41168,0.63507,1557,168.656,4.248,20210727,inbred,W22-UNIFORM MU STRAIN,no_nitrogen_variants_for_genotyping
65,4416,2.079525,55.17,18.22,0.770954333,0.905897064,5.841292679,0.006400714,0.743185,0.73257,0.75947,-0.541645,0.884375,0.466425,9.632475,0.542825,1557,168.656,4.355,20210727,inbred,LH244,no_nitrogen_variants_for_genotyping
66,4417,1.388,68.55,25.92,3.825270333,0.808730149,13.24000544,0.008931321,0.7452,0.732605,0.68971,-0.496095,0.85455,0.45222,9.278475,0.52828,1557,168.656,3.591,20210727,inbred,LH82,no_nitrogen_variants_for_genotyping
67,4418,1.39946627,78.92,39.14,4.4787995,0.75437054,14.25371578,0.002469136,0.79739,0.7694,0.82915,-0.649635,0.964945,0.579925,12.18457,0.648885,1557,168.656,4.955,20210727,inbred,LH195,no_nitrogen_variants_for_genotyping
68,4419,1.883423617,73.54,36.62,2.898165667,0.799815308,13.2309416,0.001843804,0.77303,0.75776,0.866635,-0.61126,0.952685,0.567825,11.174905,0.63598,1557,168.656,4.035,20210727,inbred,PHT69,no_nitrogen_variants_for_genotyping
69,4420,1.973031187,71.86,33.0,2.181946667,0.82004048,13.14867828,0.002561337,0.779915,0.749935,0.82293,-0.56454,0.975815,0.59802,10.688115,0.66185,1557,168.656,4.102,20210727,inbred,PHZ51,no_nitrogen_variants_for_genotyping
70,4421,1.995,68.3,31.86,1.627913667,0.834149109,9.160397186,0.005992296,0.761485,0.743715,0.91028,-0.64603,0.92391,0.54788,12.513765,0.618195,1557,168.656,3.956,20210727,inbred,PHJ89,no_nitrogen_variants_for_genotyping
71,4422,1.794722676,66.59,34.49,1.442078167,0.876733197,12.81881264,0.003748959,0.731535,0.745035,0.83798,-0.592185,0.91672,0.48798,12.039575,0.5695,1557,168.656,4.283,20210727,inbred,PH207,no_nitrogen_variants_for_genotyping
72,4423,1.961,68.69,33.13,1.599734667,0.815207649,11.50026288,0.002583628,0.764975,0.74877,0.86161,-0.608975,0.91679,0.552145,11.26569,0.617865,1557,168.656,3.917,20210727,inbred,PHB47,no_nitrogen_variants_for_genotyping
73,4424,1.493,62.56,26.94,2.127239333,0.84784933,13.40009566,0.008378512,0.72136,0.713235,0.775195,-0.50623,0.82829,0.45271,9.11413,0.52698,1557,168.656,3.61,20210727,inbred,PHJ40,no_nitrogen_variants_for_genotyping
74,4425,1.6305,58.39,29.85,1.500529833,0.881288578,10.93437294,0.007737249,0.69835,0.706245,0.776445,-0.502705,0.79834,0.44561,8.691705,0.522075,1557,168.656,3.368,20210727,inbred,PHTD5,no_nitrogen_variants_for_genotyping
75,4426,1.529,46.14,13.73,0.755919667,0.877392938,10.1115562,0.008174387,0.72086,0.732265,0.612755,-0.536695,0.730085,0.367095,9.466845,0.45176,1557,168.656,3.477,20210727,inbred,PHAJ0,no_nitrogen_variants_for_genotyping
76,4427,2.0337,53.28,15.76,0.751852166,0.902245108,9.949537772,0.007235286,0.73534,0.72404,0.79924,-0.54955,0.89201,0.468835,10.04929,0.54585,1557,168.656,4.202,20210727,inbred,LH244,no_nitrogen_variants_for_genotyping
77,4428,1.745154838,70.69,35.91,2.2040415,0.826035938,14.1368449,0.006464035,0.742875,0.73608,0.807275,-0.562825,0.93168,0.496305,10.89826,0.57362,1557,168.656,4.562,20210727,inbred,PHP02,no_nitrogen_variants_for_genotyping
78,4429,2.26645,49.17,9.86,0.7252155,0.904870112,6.634909236,0.003131851,0.79154,0.75915,0.78459,-0.66145,0.939925,0.537675,11.497015,0.609195,1557,168.656,4.25,20210727,inbred,TX714,no_nitrogen_variants_for_genotyping
79,4430,2.038,68.39,36.77,0.738416333,0.861243974,8.488555066,0.002462296,0.80722,0.77049,0.71006,-0.680065,0.97521,0.494715,12.73306,0.57657,1557,168.656,4.282,20210727,inbred,MO17,no_nitrogen_variants_for_genotyping
80,4431,1.974228252,70.67,34.44,1.295583667,0.83138589,13.63539164,0.001329198,0.8123,0.77729,0.6927,-0.650415,0.971745,0.510045,12.59289,0.593215,1557,168.656,4.245,20210727,inbred,B73,no_nitrogen_variants_for_genotyping
81,4432,1.612975,66.89,29.44,2.904177,0.816468107,12.73058817,0.002951686,0.727235,0.73715,0.70377,-0.493905,0.825835,0.40167,10.79201,0.48415,1557,168.656,4.112,20210727,inbred,LH145,no_nitrogen_variants_for_genotyping
82,4433,1.679,56.23,24.59,1.311234333,0.874222312,9.68847769,0.002941685,0.73308,0.722435,0.754935,-0.46164,0.85094,0.494155,9.385805,0.56283,1557,168.656,3.714,20210727,inbred,LH185,no_nitrogen_variants_for_genotyping
83,4434,1.638,55.34,20.38,1.8365455,0.887881163,6.903919551,0.004101162,0.78471,0.766775,0.71219,-0.6428,0.89223,0.49905,11.967675,0.57704,1557,168.656,3.787,20210727,inbred,PHW65,no_nitrogen_variants_for_genotyping
84,4435,1.934,49.51,22.19,0.499702667,0.937592621,5.519404277,0.010677402,0.75221,0.73736,0.72013,-0.50591,0.85019,0.49605,9.607195,0.567905,1557,168.656,3.605,20210727,inbred,PHR03,no_nitrogen_variants_for_genotyping
85,4436,1.30195,66.06,36.45,3.197583333,0.784020318,13.31940882,0.007119292,0.74953,0.744475,0.691335,-0.51821,0.872505,0.45792,10.10777,0.5386,1557,168.656,3.549,20210727,inbred,PHRE1,no_nitrogen_variants_for_genotyping
86,4437,1.7527,67.4,31.12,2.9210445,0.810625912,8.759522266,0.003634161,0.758115,0.74703,0.86465,-0.52599,0.91896,0.57314,10.9653,0.636105,1557,168.656,3.97,20210727,inbred,W22-UNIFORM MU STRAIN,no_nitrogen_variants_for_genotyping
87,4438,1.821,61.53,33.02,1.003005833,0.804937093,12.74405628,0.005255255,0.78015,0.766745,0.788305,-0.62705,0.924695,0.55095,12.20818,0.62398,1557,168.656,3.642,20210727,inbred,B84,no_nitrogen_variants_for_genotyping
88,4351,2.462761211,81.88,32.94,1.823779333,0.774102785,9.201599313,0.004472605,0.68117,0.72498,0.8461,-0.460985,0.887095,0.505425,10.794305,0.582785,1640,168.656,5.562,20210802,hybrid,PHG29 X PHG47,no_nitrogen_variants_for_genotyping
89,4352,2.717583202,85.22,52.17,2.578951,0.712366572,11.4056878,0.004841757,0.733845,0.753165,0.85719,-0.527495,0.973605,0.57571,12.07528,0.64531,1640,168.656,5.363,20210802,hybrid,B73 X PHN82,no_nitrogen_variants_for_genotyping
90,4353,2.878572597,88.05,55.12,2.895436999,0.657341824,13.7491854,0.003430532,0.72102,0.716575,0.89084,-0.45575,0.974905,0.58204,10.597345,0.6436,1640,168.656,5.452,20210802,hybrid,LH244 X PHZ51,no_nitrogen_variants_for_genotyping
91,4354,2.178281227,87.19,62.03,4.130172167,0.604094562,15.01314451,0.006845129,0.7089,0.729285,0.78573,-0.49312,0.90272,0.486435,10.740745,0.56585,1640,168.656,5.471,20210802,hybrid,PHRE1 X PHTD5,no_nitrogen_variants_for_genotyping
92,4355,2.585568368,81.89,39.91,1.742138667,0.75286308,12.64634039,0.007180695,0.678975,0.716895,0.820945,-0.443355,0.872655,0.482775,10.561355,0.561575,1640,168.656,5.398,20210802,hybrid,PHJ89 X PH207,no_nitrogen_variants_for_genotyping
93,4356,2.696342093,87.86,59.91,4.169238333,0.633294194,13.65680837,0.005705809,0.69183,0.71579,0.90518,-0.45637,0.94061,0.550105,10.827885,0.619555,1640,168.656,5.516,20210802,hybrid,PHB47 X MO17,no_nitrogen_variants_for_genotyping
94,4357,2.861286804,90.08,55.04,3.071819833,0.654435827,13.32077476,0.003326451,0.75614,0.754325,0.923545,-0.558,0.99698,0.650245,12.39799,0.70662,1640,168.656,5.9,20210802,hybrid,LH195 X MO17,no_nitrogen_variants_for_genotyping
95,4358,2.667269679,89.77,60.7,3.570308667,0.61548089,14.20332012,0.003753936,0.713785,0.72898,0.92136,-0.48979,0.97668,0.58949,11.92289,0.65383,1640,168.656,5.43,20210802,hybrid,PHB47 X PHZ51,no_nitrogen_variants_for_genotyping
96,4359,2.709050012,85.38,49.8,1.877601666,0.707487576,13.61957922,0.00486618,0.72939,0.752925,0.87884,-0.537805,0.983355,0.59862,12.146645,0.664995,1640,168.656,6.399,20210802,hybrid,LH244 X PHN82,no_nitrogen_variants_for_genotyping
97,4360,3.051599796,84.71,47.33,1.2666975,0.724324492,12.63114937,0.005974951,0.75017,0.74858,0.890325,-0.545505,0.989045,0.6256,11.803655,0.683845,1640,168.656,5.355,20210802,hybrid,TX714 X PHZ51,no_nitrogen_variants_for_genotyping
98,4361,2.087866938,80.26,42.33,3.975642666,0.72308231,14.85395857,0.010288582,0.743965,0.75916,0.76758,-0.544135,0.958795,0.500215,11.876485,0.584855,1640,168.656,5.019,20210802,hybrid,PHJ40 X PHAJ0,no_nitrogen_variants_for_genotyping
99,4362,2.527964578,80.48,47.97,1.578560667,0.760044116,11.48752602,0.01123315,0.75899,0.766095,0.75717,-0.5629,0.97814,0.52438,12.281685,0.60799,1640,168.656,4.81,20210802,hybrid,B73 X PHK76,no_nitrogen_variants_for_genotyping
100,4363,2.79214036,83.22,46.44,1.470298333,0.743601594,9.074775987,0.006045218,0.743265,0.7522,0.77965,-0.495805,0.97409,0.53299,11.08873,0.610075,1640,168.656,5.036,20210802,hybrid,B73 X PHZ51,no_nitrogen_variants_for_genotyping
101,4364,2.464055066,82.22,43.56,1.879754667,0.755140014,9.576822958,0.004775315,0.713785,0.73097,0.767075,-0.463075,0.930115,0.498495,10.352555,0.57735,1640,168.656,5.82,20210802,hybrid,LH244 X PHK76,no_nitrogen_variants_for_genotyping
102,4365,2.198354453,83.68,43.17,1.9489705,0.728228921,11.59904664,0.00705271,0.72021,0.74523,0.753865,-0.49544,0.937465,0.485285,11.561795,0.57083,1640,168.656,5.797,20210802,hybrid,LH195 X PHK76,no_nitrogen_variants_for_genotyping
103,4366,2.258967304,81.68,44.91,2.380027833,0.742318024,12.66873162,0.004483247,0.697435,0.73811,0.791345,-0.443995,0.900465,0.49454,10.923455,0.573855,1640,168.656,5.546,20210802,hybrid,PHB47 X PHN82,no_nitrogen_variants_for_genotyping
104,4367,2.316118568,79.46,30.96,3.158557333,0.738261943,11.24391268,0.002902208,0.731115,0.75639,0.79677,-0.51631,0.96833,0.524495,12.205255,0.60623,1640,168.656,6.001,20210802,hybrid,LH195 X PHN82,no_nitrogen_variants_for_genotyping
105,4368,2.786737073,81.12,48.06,1.672227333,0.756093705,12.00827672,0.005407398,0.728835,0.738265,0.8236,-0.46777,0.97451,0.553015,10.283955,0.62346,1640,168.656,5.337,20210802,hybrid,LH244 X MO17,no_nitrogen_variants_for_genotyping
